source_file,claim_id,round,decision,prob_stop,prob_continue
data/matching_evidence_answer_map_multi_people_bj_llama.json,12994,opening,stop,0.5350984286266115,0.46490157137338844
,12995,opening,stop,0.9773707974951819,0.022629202504818088
,12996,opening,stop,0.9986541399072577,0.00134586
,12997,opening,continue,0.42250463481418826,0.5774953651858118
,12997,rebuttal,stop,0.8175744828610095,0.18242551713899047
,12998,opening,stop,0.8991213705121083,0.10087862948789174
,12999,opening,stop,0.9985449369141417,0.001455063
,13000,opening,stop,0.8976952886860978,0.10230471131390212
,13001,opening,stop,0.7122321903471565,0.28776780965284365
,13002,opening,stop,0.9999775259155673,2.2474084432727718e-05
,13003,opening,stop,0.6619228825191872,0.33807711748081287
,13004,opening,stop,0.9019206752113867,0.098079325
,13005,opening,stop,0.9473810475808185,0.052618952
,13006,opening,stop,0.7745833841649233,0.2254166158350767
,13007,opening,stop,0.9958660314973773,0.004133969
,13008,opening,stop,0.9559813517046932,0.044018648295306675
,13009,opening,stop,0.8267117876664789,0.1732882123335211
,13010,opening,stop,0.9161096050004511,0.083890395
,13011,opening,stop,0.9546474213811631,0.045352579
,13012,opening,stop,0.9740426439324669,0.025957356
,13013,opening,stop,0.5506073655352404,0.44939263446475963
,13014,opening,continue,0.42250463481418826,0.5774953651858118
,13014,rebuttal,stop,0.6334102498375401,0.3665897501624599
,13015,opening,stop,0.9879462223137193,0.012053777686280694
,13016,opening,stop,0.9086178895092414,0.09138211
,13017,opening,stop,0.9597620596782468,0.04023794
,13018,opening,stop,0.8438951005915208,0.15610489940847916
,13019,opening,continue,0.47657965106367595,0.523420349
,13019,rebuttal,stop,0.7490872187162397,0.2509127812837603
,13020,opening,stop,0.523420349,0.47657965106367595
,13021,opening,stop,0.8397339616560072,0.16026603834399278
,13022,opening,stop,0.8152324938410784,0.1847675061589216
,13023,opening,stop,0.7879311981328135,0.2120688018671865
,13024,opening,continue,0.47268347662043286,0.5273165233795671
,13024,rebuttal,stop,0.7401743563075446,0.25982564369245537
,13025,opening,stop,0.9099070066488189,0.090092993
,13026,opening,stop,0.9425067238238629,0.057493276
,13027,opening,stop,0.8031737892899221,0.1968262107100778
,13028,opening,stop,0.8104789040926008,0.1895210959073992
,13029,opening,stop,0.9984512390882525,0.001548761
,13030,opening,stop,0.7745833841649233,0.2254166158350767
,13031,opening,stop,0.6150878555160665,0.38491214448393346
,13032,opening,stop,0.795658105,0.2043418950913969
,13033,opening,stop,0.9124361616674908,0.087563838
,13034,opening,stop,0.8652240860523328,0.13477591394766722
,13035,opening,stop,0.7690802423634961,0.23091975763650377
,13036,opening,stop,0.769080248,0.23091975234373582
,13037,opening,continue,0.411110869,0.588889131
,13037,rebuttal,stop,0.7905303186696747,0.20946968133032526
,13038,opening,stop,0.9693241988431797,0.030675801156820358
,13039,opening,stop,0.9032942021480235,0.096705798
,13040,opening,stop,0.9273632921335859,0.072636708
,13041,opening,stop,0.6959583313396339,0.3040416686603661
,13042,opening,stop,0.9032942041005328,0.096705796
,13043,opening,stop,0.9999407908212852,5.920917871484885e-05
,13044,opening,stop,0.9489172614177538,0.051082739
,13045,opening,stop,0.8840392870925461,0.115960713
,13046,opening,stop,0.960951704,0.039048295941304934
,13047,opening,stop,0.9334308059369141,0.066569194
,13048,opening,stop,0.9905874089188031,0.009412591
,13049,opening,stop,0.9230391579526935,0.076960842
,13050,opening,stop,0.7745833737577158,0.2254166262422842
,13051,opening,continue,0.48438008427698437,0.5156199157230156
,13051,rebuttal,stop,0.5774953651858118,0.42250463481418826
,13052,opening,stop,0.9950177296993814,0.00498227
,13053,opening,stop,0.5117166047041654,0.4882833952958347
,13058,opening,stop,0.5544704649604273,0.4455295350395727
,13063,opening,stop,0.7490872187162397,0.2509127812837603
,13066,opening,stop,0.6076631698328917,0.3923368301671084
,13068,opening,continue,0.38861802670584894,0.6113819732941511
,13068,rebuttal,stop,0.7799929104825006,0.2200070895174993
,13070,opening,stop,0.5312093733737563,0.46879062662624377
,13072,opening,stop,0.7248702761768248,0.2751297238231752
,13074,opening,stop,0.7718434978390747,0.22815650216092537
,13091,opening,stop,0.6757645944891559,0.3242354055108441
,13096,opening,stop,0.754914976,0.24508502416032488
,13105,opening,stop,0.5926665999540697,0.4073334000459302
,13109,opening,stop,0.7461389873857265,0.2538610126142736
,13115,opening,continue,0.33807713081919877,0.6619228691808011
,13115,rebuttal,stop,0.5964331462646254,0.40356685373537454
,13122,opening,stop,0.6442251064863697,0.35577489351363034
,13124,opening,stop,0.75779436,0.24220563966531902
,13127,opening,stop,0.785308578,0.21469142162456306
,13132,opening,stop,0.5964331462646254,0.40356685373537454
,13134,opening,continue,0.30074556640652345,0.6992544335934766
,13134,rebuttal,stop,0.5621765008857981,0.4378234991142019
,13135,opening,stop,0.5698526514141571,0.4301473485858429
,13144,opening,continue,0.33807712415000585,0.6619228758499942
,13144,rebuttal,stop,0.5698526514141571,0.4301473485858429
,13152,opening,stop,0.588889131,0.411110869
,13156,opening,continue,0.4378234991142019,0.5621765008857981
,13156,rebuttal,stop,0.6548947290421275,0.3451052709578724
,13158,opening,stop,0.8791467595934565,0.12085324040654355
,13162,opening,continue,0.30404167496654744,0.6959583250334526
,13162,rebuttal,stop,0.523420349,0.47657965106367595
,13171,opening,stop,0.665410559,0.33458944125318596
,13172,opening,stop,0.523420349,0.47657965106367595
,13178,opening,continue,0.4610167793123159,0.5389832206876841
,13178,rebuttal,stop,0.7799929053683038,0.22000709463169615
,13190,opening,stop,0.6406358479787609,0.359364152
,13199,opening,stop,0.8311430436757313,0.16885695632426873
,13204,opening,stop,0.7248702821204019,0.275129718
,13208,opening,continue,0.2043418950913969,0.795658105
,13208,rebuttal,continue,0.43398146480389854,0.5660185351961015
,13209,opening,stop,0.6688802735722128,0.3311197264277872
,13210,opening,stop,0.6187804337438501,0.38121956625614994
,13213,opening,stop,0.8175744828610095,0.18242551713899047
,13226,opening,stop,0.5964331462646254,0.40356685373537454
,13227,opening,stop,0.9965703958705946,0.003429604
,13229,opening,continue,0.41869690935568665,0.5813030906443133
,13229,rebuttal,stop,0.6334102636778401,0.3665897363221599
,13231,opening,stop,0.5964331462646254,0.40356685373537454
,13233,opening,stop,0.9111797142327146,0.088820286
,13235,opening,stop,0.5273165233795671,0.47268347662043286
,13237,opening,continue,0.37387582974820255,0.6261241702517976
,13237,rebuttal,stop,0.5964331462646254,0.40356685373537454
,13245,opening,stop,0.6619228825191872,0.33807711748081287
,13246,opening,stop,0.523420349,0.47657965106367595
,13248,opening,stop,0.5583269943353745,0.44167300566462553
,13257,opening,stop,0.709019146,0.2909808539178129
,13263,opening,stop,0.8499711775577736,0.1500288224422264
,13267,opening,stop,0.5312093733737563,0.46879062662624377
,13270,opening,stop,0.6859494678483918,0.3140505321516081
,13273,opening,continue,0.4455295350395727,0.5544704649604273
,13273,rebuttal,stop,0.7690802370707283,0.23091976292927183
,13277,opening,continue,0.4610167793123159,0.5389832206876841
,13277,rebuttal,stop,0.5774953651858118,0.42250463481418826
,13319,opening,stop,0.6548947290421275,0.3451052709578724
,13326,opening,stop,0.6297746074044134,0.3702253925955866
,13361,opening,continue,0.4960938294709195,0.5039061705290805
,13361,rebuttal,stop,0.8104788995148792,0.18952110048512089
,13372,opening,stop,0.5428632831725052,0.45713671682749485
,13375,opening,stop,0.5117166047041654,0.4882833952958347
,13395,opening,continue,0.3665897363221599,0.6334102636778401
,13395,rebuttal,stop,0.6825737473266735,0.31742625267332647
,13409,opening,continue,0.4378234991142019,0.5621765008857981
,13409,rebuttal,stop,0.5926665999540697,0.4073334000459302
,13460,opening,stop,0.600188359,0.3998116407397951
,13475,opening,stop,0.600188359,0.3998116407397951
,13546,opening,continue,0.31069438321455395,0.689305617
,13546,rebuttal,stop,0.6654105653819835,0.33458943461801643
,13553,opening,continue,0.1480471961522176,0.8519528038477825
,13553,rebuttal,stop,0.6297746074044134,0.3702253925955866
,13556,opening,continue,0.25982564942392716,0.7401743505760728
,13556,rebuttal,stop,0.689305617,0.31069438321455395
,13567,opening,continue,0.28776782186926264,0.7122321781307374
,13567,rebuttal,stop,0.7799929104825006,0.2200070895174993
,13581,opening,stop,0.743167997,0.25683200276421697
,13607,opening,stop,0.600188359,0.3998116407397951
,13621,opening,stop,0.6757646075489392,0.3242353924510608
,13639,opening,stop,0.8056321959813275,0.19436780401867254
,13663,opening,continue,0.46490157137338844,0.5350984286266115
,13663,rebuttal,stop,0.8539127529517043,0.14608724704829565
,13756,opening,stop,0.6261241772283034,0.37387582277169656
,13764,opening,continue,0.32082130731838393,0.6791786926816161
,13764,rebuttal,stop,0.7025300573952054,0.2974699426047947
,13766,opening,continue,0.4378234991142019,0.5621765008857981
,13766,rebuttal,stop,0.5195213219520929,0.480478678
,13789,opening,continue,0.33111973302838926,0.6688802669716107
,13789,rebuttal,stop,0.588889131,0.411110869
,13808,opening,continue,0.3486451421018059,0.651354858
,13808,rebuttal,stop,0.8152324826183822,0.18476751738161779
,13832,opening,continue,0.4960938294709195,0.5039061705290805
,13832,rebuttal,stop,0.7931059536292271,0.20689404637077294
,13919,opening,continue,0.22270014398423357,0.7772998560157665
,13919,rebuttal,stop,0.5698526514141571,0.4301473485858429
,13943,opening,continue,0.47268347662043286,0.5273165233795671
,13943,rebuttal,stop,0.6825737279551494,0.3174262720448507
,13949,opening,stop,0.7025300636233416,0.2974699363766584
,13958,opening,continue,0.43398146480389854,0.5660185351961015
,13958,rebuttal,stop,0.5078118642792044,0.49218813572079556
,13959,opening,continue,0.45326184801538616,0.5467381519846138
,13959,rebuttal,stop,0.5851011542032312,0.41489884579676883
,13986,opening,stop,0.6619228758499942,0.33807712415000585
,14009,opening,continue,0.4263215925474903,0.5736784074525096
,14009,rebuttal,stop,0.6406358479787609,0.359364152
,14014,opening,stop,0.7341195152660688,0.26588048473393133
,14050,opening,stop,0.5117166047041654,0.4882833952958347
,14120,opening,stop,0.5506073655352404,0.44939263446475963
,14139,opening,stop,0.6825737214979745,0.3174262785020255
,14193,opening,stop,0.5583269943353745,0.44167300566462553
,14248,opening,continue,0.3960681662740417,0.6039318337259583
,14248,rebuttal,stop,0.7431680086124811,0.25683199138751883
,14256,opening,stop,0.7154239836484143,0.28457601635158564
,14281,opening,stop,0.7185943985973772,0.2814056014026228
,14283,opening,continue,0.31742625913050115,0.682573741
,14283,rebuttal,stop,0.7690802423634961,0.23091975763650377
,14293,opening,continue,0.41489884579676883,0.5851011542032312
,14293,rebuttal,stop,0.6926419831347361,0.30735801686526387
data/matching_evidence_answer_map_multi_people_fj_llama.json,12994,opening,continue,0.31405055141190724,0.6859494485880928
data/matching_evidence_answer_map_multi_people_fj_llama.json,12994,rebuttal,continue,0.11596070985230393,0.88403929
data/matching_evidence_answer_map_multi_people_fj_llama.json,12994,closing,continue,0.3007455852086007,0.6992544147913994
data/matching_evidence_answer_map_multi_people_fj_llama.json,12995,opening,continue,0.44939263446475963,0.5506073655352404
data/matching_evidence_answer_map_multi_people_fj_llama.json,12995,rebuttal,stop,0.8688267626522813,0.13117323734771857
data/matching_evidence_answer_map_multi_people_fj_llama.json,12996,opening,stop,0.6187804337438501,0.38121956625614994
data/matching_evidence_answer_map_multi_people_fj_llama.json,12997,opening,continue,0.15405756657543826,0.8459424334245617
data/matching_evidence_answer_map_multi_people_fj_llama.json,12997,rebuttal,continue,0.19436780868538728,0.8056321913146127
data/matching_evidence_answer_map_multi_people_fj_llama.json,12997,closing,continue,0.34510526422232046,0.6548947357776796
data/matching_evidence_answer_map_multi_people_fj_llama.json,12998,opening,continue,0.4610167793123159,0.5389832206876841
data/matching_evidence_answer_map_multi_people_fj_llama.json,12998,rebuttal,stop,0.6688802537704063,0.33111974622959367
data/matching_evidence_answer_map_multi_people_fj_llama.json,12999,opening,stop,0.945801268,0.054198732
data/matching_evidence_answer_map_multi_people_fj_llama.json,13000,opening,continue,0.45713671682749485,0.5428632831725052
data/matching_evidence_answer_map_multi_people_fj_llama.json,13000,rebuttal,stop,0.6442250996557036,0.3557749003442964
data/matching_evidence_answer_map_multi_people_fj_llama.json,13001,opening,continue,0.26284183159693775,0.7371581684030623
data/matching_evidence_answer_map_multi_people_fj_llama.json,13001,rebuttal,continue,0.24798743179802785,0.7520125682019722
data/matching_evidence_answer_map_multi_people_fj_llama.json,13001,closing,continue,0.31069438321455395,0.689305617
data/matching_evidence_answer_map_multi_people_fj_llama.json,13002,opening,stop,0.9343951598005695,0.06560484
data/matching_evidence_answer_map_multi_people_fj_llama.json,13003,opening,continue,0.32082129433083023,0.6791787056691698
data/matching_evidence_answer_map_multi_people_fj_llama.json,13003,rebuttal,continue,0.11436852693646962,0.8856314730635304
data/matching_evidence_answer_map_multi_people_fj_llama.json,13003,closing,continue,0.3812195592260441,0.6187804407739559
data/matching_evidence_answer_map_multi_people_fj_llama.json,13004,opening,stop,0.6406358617010351,0.35936413829896496
data/matching_evidence_answer_map_multi_people_fj_llama.json,13005,opening,continue,0.3702253925955866,0.6297746074044134
data/matching_evidence_answer_map_multi_people_fj_llama.json,13005,rebuttal,stop,0.868826769,0.13117323055476698
data/matching_evidence_answer_map_multi_people_fj_llama.json,13006,opening,continue,0.28776780354463427,0.7122321964553657
data/matching_evidence_answer_map_multi_people_fj_llama.json,13006,rebuttal,continue,0.32082129433083023,0.6791787056691698
data/matching_evidence_answer_map_multi_people_fj_llama.json,13006,closing,stop,0.5621765008857981,0.4378234991142019
data/matching_evidence_answer_map_multi_people_fj_llama.json,13007,opening,continue,0.35936413143782797,0.640635869
